"","Year","Country","TRADE","MARKUP","GINI","TOP1","TOP10","T10B50","UNEMP","rGDP","GDPg","GSPEND","nGOV","INF","TRADE_IV","ADVANCED"
"29",1980,"Portugal",54.23525013,NA,0.390603317288858,0.0612,0.2877,5.88239336013794,NA,105599249550.72,4.58934016858187,14884806086.2944,7.99400068859858,5.862,55.8617183087329,1
"30",1980,"Singapore",410.9367752,1.4992583,0.453859973620686,0.1064,0.3553,8.40261554718018,1.8,33683923408.4338,10.1133721068475,3635080828.46908,10.4368771131196,8.541,337.434164326442,1
"31",1980,"South Africa",56.50731651,NA,0.5893379108073,0.1012,0.471,17.6734046936035,NA,147020375841.779,6.62058984412177,26901175502.228,9.11531888714693,14.236,38.4081872431337,0
"32",1980,"South Korea",65.53086084,0.76384872,0.425827760310412,0.0813,0.3124,7.06282901763916,5.196,154622057494.204,-1.64568764044438,36998030778.2073,11.9679591623793,28.697,57.8612089613812,1
"33",1980,"Spain",31.56061008,1.0177273,0.442645261290608,0.1166,0.3633,7.85202360153198,11.4,551921011898.051,2.20872812309566,70277878342.8875,3.49127181962616,15.578,38.419485287628,1
"34",1980,"Sweden",55.87916944,0.80839622,0.315329027471194,0.0636,0.2348,3.98018980026245,NA,238138025327.291,1.69997143939248,85017925313.5482,2.199930144425,17.452,59.583059882317,1
"35",1980,"Switzerland",94.88464535,1.0865742,0.40737713033711,0.1059,0.3148,6.50853490829468,0.2,377720174344.816,4.60197736384617,40044875018.4248,0.953205535477335,4.022,86.5141485794983,1
"36",1980,"Thailand",54.47906561,NA,0.668799309395119,0.2299,0.5597,28.9840793609619,0.93,66760191189.3154,4.78486478167295,11219774207.6413,2.82854656192812,19.7,89.7430520530106,0
"37",1980,"Turkey",17.08981761,NA,0.678729878943614,0.2792,0.5968,28.4292087554932,NA,173289276095.921,-2.44578930917614,16519806923.4659,-18.4906797307372,110.638,32.6384711982871,0
"38",1980,"United Kingdom",51.29234009,0.93872172,0.408005309800808,0.0678,0.2848,6.30854845046997,6.8,1348643100297.45,-2.03136776845444,329262630262.959,1.55898841814947,16.849,40.066352674733,1
"39",1980,"United States",20.10984469,1.1469901,0.453957154288059,0.1042,0.3384,8.42629528045654,7.1,7063373050893.81,-0.25674967010238,1520874574593.27,1.49818538209484,13.502,7.17957272064705,1
"40",1980,"Venezuela",57.36822436,NA,0.675726689825554,0.1893,0.5496,32.3135948181152,5.89,192028842453.969,-1.98892954310911,13224191576.6467,3.66190695532013,21.355,37.811685866462,0
"41",1981,"Argentina",14.29297748,NA,0.64206120371282,0.1427,0.4958,26.5854873657227,4.5,300014951545.747,-5.41694981080273,69284695946.8952,-4.93973006758864,NA,15.1041637798091,0
"42",1981,"Australia",31.60385408,0.91641736,0.420276926741781,0.0527,0.2479,6.35641384124756,5.784,432274169876.166,3.32521416670675,82858062868.3185,1.50341760957427,9.488,25.0610217104629,1
"43",1981,"Austria",68.39654936,0.90757477,0.442911050180674,0.1143,0.3417,7.84131908416748,2.06,192311756858.006,-0.144294690566609,42192587905.6869,1.89011880785053,6.807,70.3539614071614,1
"44",1981,"Belgium",110.2213521,0.99605775,0.420100945605485,0.0831,0.3149,6.94231224060059,11.35,239751676940.582,-0.279283619198437,69712077967.4647,3.13622998926442,7.626,121.686557086689,1
"45",1981,"Brazil",19.63292399,1.7868639,0.68207633648589,0.2091,0.581,31.2195224761963,3.99,759925216246.224,-4.24999999998542,180148669180.821,-5.8327525350525,101.737,10.7191661469803,0
"46",1981,"Canada",52.10257413,0.90543938,0.410952148172118,0.0708,0.2891,6.45558881759644,7.607,700355900510.907,3.47412633251437,189792167079.419,1.78240367564081,12.462,47.7358156321019,1
"47",1981,"Chile",41.75941291,NA,0.722192479428038,0.2587,0.6248,41.2248916625977,11.35,57594542812.3779,6.21239677140925,11370238943.9504,-3.14809867307613,19.687,48.0916796001531,0
"48",1981,"China",23.78648108,NA,0.386951162265451,0.0686,0.2831,5.72913503646851,3.8,444384793216.43,5.11160519660117,66800083656.9377,2.34347815702638,2.5,29.5432769543185,0
"49",1981,"Colombia",27.26938485,NA,0.717738044762833,0.2407,0.6078,42.9687004089355,8.13,88506712410.9411,2.27687274733004,6133980796.78993,3.7212125671409,27.393,20.3472840593417,0
"50",1981,"Denmark",70.7446515,0.8931101,0.339488671433253,0.0646,0.2391,4.42781066894531,9.2,163219594442.573,-0.666124081082173,47762866629.0373,2.61324585962129,11.718,68.8555260202438,1
"51",1981,"Finland",61.59665852,0.91657323,0.366433798889365,0.0592,0.2804,5.13117265701294,5.04,115792117021.665,1.31587885374918,32187336049.0663,4.56871081645888,12,55.1655978379236,1
"52",1981,"France",45.41094346,0.94931781,0.426044356978224,0.0825,0.3075,7.04478693008423,7.54,1313625459838.01,1.06901982782799,305896505691.495,2.8918797031714,13.333,37.4996511307474,1
"53",1981,"Germany",44.18312265,1.0737839,0.414754663191033,0.0856,0.2975,6.56770896911621,NA,1869709779106.82,0.529240556536023,404363937487.325,4.58118317191966,6.324,46.921947681096,1
"54",1981,"Greece",47.14033015,1.0737839,0.494884376875733,0.1118,0.3875,10.3528213500977,3.42,145603291915.41,-1.55372102931826,30134962503.4948,6.81763403507479,24.463,39.6272835014325,1
"55",1981,"Hong Kong",182.5847746,NA,0.525696174884148,0.1333,0.4197,11.8203315734863,1.53,69443415040.6525,9.26078184933121,8724240011.73353,21.1098476233796,9.479,277.160434272867,1
"56",1981,"India",14.50726476,NA,0.434788290661586,0.0688,0.3155,7.37280559539795,NA,293110426891.701,6.00620362381604,30320015287.1355,4.2091000744071,12.654,24.1543903858134,0
"57",1981,"Indonesia",53.17730024,NA,0.530925299430479,0.1479,0.4124,12.5303258895874,NA,153399580923.148,7.93267078520907,19147142100.4617,10.1342281879193,12.244,41.8093807122176,0
"58",1981,"Ireland",100.9745864,1.1442369,0.41627404052333,0.1009,0.3143,6.85383272171021,NA,58701463594.6853,3.32521570235292,16866643561.8453,0.331949687215798,20.243,138.501171443595,1
"59",1981,"Italy",45.282038,1.1322395,0.419456884761088,0.0558,0.2733,6.28528690338135,NA,1239876036905.37,0.844227607248127,253126134946.354,3.35919603438543,19.51,34.4832409866739,1
"60",1981,"Japan",27.04683159,1.0197885,0.46995971566432,0.1034,0.3551,9.04448413848877,2.2,2354785736745.2,4.20933646514244,389137612259.883,5.42881064397695,4.936,11.8064011011161,1
"61",1981,"Malaysia",110.8621318,1.1441903,0.588604283791611,0.2013,0.4748,17.1694469451904,NA,45075286283.9462,6.94194823896106,6103239558.23302,13.3419354828647,9.7,144.73121239735,0
"62",1981,"Mexico",22.11727494,1.4147598,0.697812403863175,0.1171,0.5484,43.9169998168945,NA,601086362769.891,8.79403196283885,77420667649.4073,10.2720036858718,28.034,35.5447572597103,0
"63",1981,"Netherlands",104.874365,1.0466957,0.390622922319356,0.0638,0.2802,5.73280429840088,7.92,369996933539.852,-0.783611603280034,93264182203.5768,2.4927347437178,6.8,106.969601426764,1
"64",1981,"New Zealand",58.87547736,0.99516344,0.475381587897558,0.0614,0.2906,8.98036289215088,NA,76677986491.0646,4.65466266770554,15652252500.8009,1.83746896542713,15.451,44.1598962872028,1
"65",1981,"Norway",77.13423905,1.0297178,0.368482811820577,0.0745,0.2678,5.21058559417725,2.03,166940746098.998,1.5983439227989,37548207088.9738,3.39028770837175,13.643,56.8951678752839,1
"66",1981,"Pakistan",35.16801104,NA,0.545353493337366,0.1573,0.4394,13.5185098648071,3.82,57962420454.6289,6.9259578358631,4638295757.11265,12.0786516852708,11.949,20.3349881931898,0
"67",1981,"Peru",41.28004986,NA,0.681778376761645,0.209,0.5498,35.2181358337402,6.77,69587391164.711,5.55204181484043,9948907004.69417,-1.85652263799876,75.433,28.9701712487274,0
"68",1981,"Philippines",35.27078088,NA,0.60398627717192,0.1957,0.4942,18.9297847747803,5.36,92795557650.7301,3.4222087366892,12024934549.0669,-2.99340335202263,13.083,47.8255101860674,0
"69",1981,"Portugal",55.57613998,NA,0.397840214428786,0.0608,0.2723,5.91089630126953,NA,107307954688.187,1.61810348533466,15703359476.6545,5.49925464674858,21.152,55.7195453694379,1
"70",1981,"Singapore",399.7782683,1.2065017,0.454530755160253,0.108,0.3561,8.43074607849121,1.65,37327150728.2745,10.8159232986752,3832996926.8816,5.44461341443893,8.189,337.095895849038,1
"71",1981,"South Africa",52.19295563,NA,0.5893379108073,0.1012,0.471,17.6734046936035,NA,154901756760.168,5.36074055943844,27410661020.6891,1.89391544774297,15.348,38.1963263786053,0
"72",1981,"South Korea",67.13133534,0.7573964,0.425827760310412,0.0813,0.3124,7.06282901763916,4.507,165826244355.892,7.24617628510611,39468243812.2012,6.67660678699945,21.353,57.8764612527237,1
"73",1981,"Spain",35.38019156,0.98994964,0.44032110383127,0.1146,0.361,7.76302576065063,14.17,551189889767.573,-0.132468616834128,73134593306.7263,4.06488504092401,14.549,37.3777954304612,1
"74",1981,"Sweden",55.74214034,0.81770313,0.312882146327262,0.0666,0.2351,3.95188164710998,NA,239221149500.055,0.454830416635616,86791127475.3357,2.08568034946498,12.108,59.2227610544204,1
"75",1981,"Switzerland",95.97544663,1.1031561,0.407310032015893,0.1058,0.3147,6.5054030418396,0.2,383768742444.19,1.60133572686855,40957105934.0229,2.27802163242724,6.486,86.1377213380697,1
"76",1981,"Thailand",53.96866646,NA,0.668799381789078,0.2299,0.5597,28.9840984344482,1.26,70703627399.9694,5.90686776116521,12894902927.1069,14.9301464402448,12.7,89.492421704197,0
"77",1981,"Turkey",21.14162764,NA,0.678729860549993,0.2792,0.5968,28.4292087554932,NA,181702748609.682,4.85516051732139,24587761253.6858,48.8380667376908,36.364,32.9294910248308,0
"78",1981,"United Kingdom",49.37376368,0.97307795,0.408005246878327,0.0678,0.2848,6.3085503578186,10.4,1338019248343.69,-0.787743766413923,329996567282.934,0.222903224513859,12.189,39.8019266048342,1
"79",1981,"United States",19.42591317,1.1445336,0.460473839623461,0.1067,0.3433,8.71951198577881,7.6,7242621631895.21,2.53771929798772,1545237939385.9,1.60193123086047,10.378,6.63319700516926,1
"80",1981,"Venezuela",55.40640515,NA,0.675726689825554,0.1893,0.5496,32.3135948181152,7,191446769768.568,-0.303117322357279,13941077323.0813,5.42101755165518,16.244,37.8463962777591,0
"81",1982,"Argentina",15.6114861,NA,0.64206120371282,0.1427,0.4958,26.5854873657227,4.73,290530746980.565,-3.16124397011469,65024444491.2745,-6.14890690851283,NA,12.826505179212,0
"82",1982,"Australia",30.32520741,0.95658541,0.425434302251546,0.0531,0.2509,6.54472064971924,7.163,422658360577.622,-2.22447001663274,84965104072.9253,2.54295252829574,11.352,22.5722204519854,1
"83",1982,"Austria",64.11711371,0.91525453,0.442950251936634,0.1124,0.3409,7.83556079864502,3.35,196179636120.973,2.01125470754351,43561486849.2002,3.24440621317932,5.44,68.0385107097488,1
"84",1982,"Belgium",117.9253495,0.96415836,0.415273467140136,0.078,0.308,6.74933433532715,13,241178168117.089,0.594986944287691,69239868282.7464,-0.67737140892374,8.723,119.230064060979,1
"85",1982,"Brazil",16.49117037,1.7218683,0.68207633648589,0.2091,0.581,31.2195224761963,4.83,766232595541.113,0.83000000000594,187215709092.813,3.92289321043942,100.574,8.23735703978117,0
"86",1982,"Canada",46.6158828,0.88940102,0.408548438665871,0.0701,0.2848,6.34306192398071,11.04,678033722443.67,-3.18726208359969,192038811265.941,1.18373915061603,10.803,45.6394518216213,1
"87",1982,"Chile",39.86521158,NA,0.722192479428038,0.2587,0.6248,41.2248916625977,19.6,49768552042.4256,-13.5880769041723,11160617969.4426,-1.84359339800245,9.941,45.9696421314893,0
"88",1982,"China",19.69296831,1.8271302,0.394164816906549,0.0709,0.2871,5.93425750732422,3.2,484463378598.397,9.01889218392942,71320925236.9686,6.767718440666,2,26.5996644466842,0
"89",1982,"Colombia",26.10377296,NA,0.717738044762833,0.2407,0.6078,42.9687004089355,11.46,89346128468.8129,0.948420786408057,6418885042.56981,4.64468760529838,24.86,18.0663646203996,0
"90",1982,"Denmark",70.83869118,0.99768609,0.331987948067546,0.0669,0.2403,4.31009387969971,10,169233539378.354,3.68457289476816,49325146930.4264,3.27090983362231,10.146,66.3337173841524,1
"91",1982,"Finland",57.57540359,0.91788429,0.36986539886082,0.0555,0.276,5.14063930511475,5.28,119391038718.282,3.10808869307028,33026899600.4805,2.6083660671215,9.3,52.263106057083,1
"92",1982,"France",45.25238528,0.93955958,0.418428545882367,0.0767,0.2994,6.78010034561157,8.2,1346536987187.32,2.50539658034416,319260959166.24,4.36894610630946,11.978,35.2179288102037,1
"93",1982,"Germany",44.38786378,1.0637935,0.410306098993196,0.085,0.2963,6.42938995361328,NA,1862327402528.56,-0.394840774795961,400152707785.7,-1.04144541864762,5.256,44.4635604960701,1
"94",1982,"Greece",41.85152982,1.0637935,0.490533237886732,0.1066,0.3786,10.0834197998047,4.94,143954119597.205,-1.13264768708858,29518194940.9702,-2.04668435360795,21.125,37.1873750639752,1
"95",1982,"Hong Kong",169.1732354,1.2564809,0.523761522368204,0.1379,0.4233,11.7858991622925,1.85,71491907960.5557,2.94987353185902,9223701059.5021,5.72498059540801,11.016,274.268132210601,1
"96",1982,"India",14.12592775,NA,0.430174140761962,0.0628,0.3087,7.16601705551147,NA,303298163430.005,3.47573324031486,33236818651.6901,9.62005901689684,7.736,21.4359761930428,0
"97",1982,"Indonesia",48.67622743,NA,0.530925299430479,0.1479,0.4124,12.5303258895874,2.85,156835324336.607,2.23973454997907,20722318324.4485,8.22669104204748,9.481,39.2261418693012,0
"98",1982,"Ireland",93.96966288,1.1057869,0.431958535998422,0.1034,0.3237,7.42703819274902,NA,60041892713.8861,2.2834679701618,17414054395.2824,3.24552322120181,17.189,136.096104628379,1
"99",1982,"Italy",43.50828909,1.0553243,0.439731936859461,0.0535,0.2616,6.80862188339233,9.03,1245003986825.13,0.413585694628003,260571020746.392,2.94117626440102,16.46,31.9767020693834,1
"100",1982,"Japan",26.72291269,1.0221535,0.468179330752999,0.1029,0.3543,8.96492195129395,2.4,2432786995532.42,3.31245673736036,405447764403.648,4.19135843719783,2.749,9.17371066672035,1
"101",1982,"Malaysia",110.4586335,1.0663399,0.588604283791611,0.2013,0.4748,17.1694469451904,3.4,47768326790.5794,5.97453888516352,6636856131.692,8.74316939991581,5.834,141.717498069467,0
"102",1982,"Mexico",24.13401362,1.3490771,0.697812403863175,0.1171,0.5484,43.9169998168945,NA,596836269535.434,-0.707068650646351,78991801556.0336,2.02934688414342,59.115,33.4096458004836,0
"103",1982,"Netherlands",104.5088044,1.1210423,0.392407436065053,0.064,0.2818,5.80331087112427,NA,365406171544.357,-1.24075676832609,94933087625.7121,1.78943875634101,5.9,103.851340739062,1
"104",1982,"New Zealand",58.44234131,1.007211,0.480110243818007,0.0622,0.2954,9.2457389831543,NA,77391182791.8015,0.930118712519886,15739597671.8669,0.558035791088203,16.126,41.8647216200945,1
"105",1982,"Norway",76.03289433,1.0072949,0.365851050429487,0.0723,0.2638,5.10202264785767,1.7,167333595122.455,0.235322431843415,38474775240.2604,2.46767615053088,11.341,54.2518921640614,1
"106",1982,"Pakistan",31.3222832,NA,0.545353493337366,0.1573,0.4394,13.5185098648071,3.82,61751700461.5774,6.53747717439556,5043137811.45094,8.72825010603268,5.862,17.9220838444672,0
"107",1982,"Peru",41.07045394,NA,0.681778376761645,0.209,0.5498,35.2181358337402,6.98,69432403730.3896,-0.222723444186306,10878578210.3064,9.34445567913719,64.46,26.7805509657414,0
"108",1982,"Philippines",32.18014025,NA,0.60398627717192,0.1957,0.4942,18.9297847747803,5.5,96227514214.3394,3.69840609884234,12927391373.0415,7.50487930135634,8.979,44.9450319015069,0
"109",1982,"Portugal",55.76220445,NA,0.420504999282731,0.0651,0.2948,6.66776037216187,NA,109599382254.369,2.13537530636991,16288572647.5406,3.72667499432944,22.73,52.407028582135,1
"110",1982,"Singapore",372.5371676,1.0613681,0.462453738946546,0.1099,0.3649,8.81479167938232,1.5,39978179040.9688,7.10214484891355,4341861691.48801,13.275898058713,3.918,334.629330416891,1
"111",1982,"South Africa",47.14181569,1.2821947,0.5893379108073,0.1012,0.471,17.6734046936035,NA,154307934715.054,-0.383353977084774,29143837031.5919,6.32299968831304,13.721,35.7814733582758,0
"112",1982,"South Korea",60.22891915,0.76970088,0.425827760310412,0.0813,0.3124,7.06282901763916,4.363,179652966098.885,8.33807808691535,40333905755.8298,2.19331254703795,7.19,54.5328522618448,1
"113",1982,"Spain",36.52842849,0.98284084,0.45227701870661,0.1149,0.3627,8.13773155212402,16,558060260752.101,1.24646172073753,76631925338.1852,4.78204892285528,14.416,35.134953132486,1
"114",1982,"Sweden",60.6567026,0.85437721,0.321810375953596,0.0776,0.2458,4.17674875259399,3.14,242208219499.103,1.24866467922726,87385163462.3811,0.684443219399596,8.578,56.7663292075608,1
"115",1982,"Switzerland",88.2093026,1.1077671,0.408694121717723,0.1088,0.317,6.56226825714111,0.4,378743607542.592,-1.3094174553124,41216957193.3139,0.634447315954193,5.671,83.6348235927783,1
"116",1982,"Thailand",47.54832882,NA,0.668916411071393,0.2327,0.5607,28.9013233184814,2.66,74487932117.7009,5.35234875054397,13054379042.1711,1.23673761613902,5.3,87.2923057646252,0
"117",1982,"Turkey",26.88092107,NA,0.678729896405912,0.2792,0.5968,28.4292240142822,10.93,188176505085.278,3.56282803927302,21979691412.2911,-10.6071871061614,31.111,30.555230036214,0
"118",1982,"United Kingdom",49.59619591,1.0452485,0.408827145435109,0.0692,0.2866,6.35818386077881,10.9,1364711276266.18,1.99489117630679,332386662206.743,0.724278723105581,8.511,37.3689300652057,1
"119",1982,"United States",17.53681228,1.1699265,0.467715382153521,0.1099,0.346,9.0297327041626,9.7,7112045318655.07,-1.80288740564748,1581244298060.52,2.33014979485509,6.158,3.71250444820009,1
"120",1982,"Venezuela",53.05759644,NA,0.675726689825554,0.1893,0.5496,32.3135948181152,8.05,192757965080.943,0.684887665621174,13814740900.5539,-0.906217070600626,9.607,35.2834894326342,0
"121",1983,"Argentina",14.98767011,NA,0.64206120371282,0.1427,0.4958,26.5854873657227,4.17,302478381303.367,4.11234764202132,66480316622.1336,2.23896127410122,NA,11.6088581578544,0
"122",1983,"Australia",29.17555382,0.95523554,0.420954192644038,0.0529,0.2483,6.38230991363525,9.961,442065610394.774,4.59171085380371,88925504928.2061,4.66120873797972,10.039,22.0981972414323,1
"123",1983,"Austria",62.47218452,0.91376996,0.442741936343246,0.1125,0.3408,7.82786989212036,4.11,202012229400.395,2.97308803031212,44360824548.5539,1.83496422452439,3.335,67.5095104874144,1
"124",1983,"Belgium",120.3955625,1.0035875,0.415158235500249,0.0755,0.3054,6.70813322067261,11.66,241930264698.889,0.31184272924536,69673010259.4968,0.62556730319245,7.663,118.603335290578,1
"125",1983,"Brazil",21.90035252,1.7599186,0.68207633648589,0.2091,0.581,31.2195224761963,4.62,743781980491.485,-2.93000000003567,182756603141.884,-2.3818011707119,135.02,7.77972492625377,0
"126",1983,"Canada",46.70888359,0.89459825,0.413646533924934,0.0739,0.2886,6.51620006561279,12.018,695671681131.268,2.60133944725205,194122624894.436,1.08510025382779,5.816,45.2182978691878,1
"127",1983,"Chile",44.82003553,NA,0.722192479428038,0.2587,0.6248,41.2248916625977,14.65,48374017186.287,-2.80204024209871,11025488238.9922,-1.21077283372993,27.257,45.9794775237036,0
"128",1983,"China",17.92110271,1.5156256,0.391917824206221,0.0727,0.288,5.889892578125,2.3,536632813375.665,10.7684991439807,83646082275.7874,17.2812635252104,2,25.7396698511751,0
"129",1983,"Colombia",23.69982093,NA,0.717738044762833,0.2407,0.6078,42.9687004089355,11.13,90752397252.8242,1.57395603828787,6380375648.52405,-0.599938989253824,19.526,17.5550865805922,0
"130",1983,"Denmark",69.63305539,1.0037999,0.342175383780074,0.0802,0.2547,4.62005519866943,9.745,173626963779.91,2.59607192385981,49295765485.0603,-0.0595668684119863,6.835,65.772872835126,1
"131",1983,"Finland",57.41958452,0.94662851,0.369420443521417,0.0563,0.2763,5.13752412796021,5.43,123111957760.547,3.11658151416627,34084949307.2826,3.20359985224487,8.4,51.958820509697,1
"132",1983,"France",45.13982832,0.9493252,0.42595147916829,0.0749,0.3004,7.01852464675903,7.918,1363245692118.83,1.24086490683099,327571497352.177,2.60305494528379,9.46,34.0610467663028,1
"133",1983,"Germany",43.57557266,1.0487398,0.415924630909789,0.0879,0.3005,6.61549806594849,6.449,1891610827995.7,1.57241016952118,398285887766.592,-0.466526899052668,3.284,43.8833518800885,1
"134",1983,"Greece",41.17554534,1.0487398,0.474792195977281,0.0997,0.3686,9.3395414352417,7.804,142401398380.469,-1.07862228679528,30580232851.9082,3.59790940151257,20.179,36.5235195389072,1
"135",1983,"Hong Kong",186.3292234,1.1176788,0.522119124454667,0.1418,0.4263,11.7572765350342,2.11,75765001805.5008,5.97703148068543,9813268244.25056,6.39187220992054,9.923,273.659135803831,1
"136",1983,"India",13.69059389,NA,0.472203143033479,0.1057,0.3615,9.11454296112061,NA,325405241733.849,7.28889290124124,34723866590.4978,4.47409830161971,12.558,20.543806360614,0
"137",1983,"Indonesia",56.55923666,NA,0.530925299430479,0.1479,0.4124,12.5303258895874,NA,170597782836.29,8.77510124577856,20187452069.3005,-2.58111204920967,11.787,38.447035163054,0
"138",1983,"Ireland",97.73648279,1.1048845,0.439298688290936,0.1039,0.3275,7.70999813079834,14.764,59895209764.2479,-0.244301008859253,17350278502.028,-0.366232307575719,10.397,135.57531878199,1
"139",1983,"Italy",40.18969388,1.0943918,0.415128123202153,0.0552,0.2704,6.15238952636719,8.547,1259560616946.25,1.16920349453938,270135072529.677,3.67042035445425,14.7,31.5045237975795,1
"140",1983,"Japan",24.51719282,1.039517,0.471266546860747,0.1024,0.3563,9.11539936065674,2.6,2518495175777.35,3.52304498512712,424090682558.824,4.59810604273441,1.881,8.62031274600984,1
"141",1983,"Malaysia",108.0162966,1.0441099,0.588604283791611,0.2013,0.4748,17.1694469451904,3.8,50737867939.7097,6.21654838811721,6940489520.53748,4.57495812506138,3.704,141.168752422367,0
"142",1983,"Mexico",27.09610204,1.4110932,0.697812403863175,0.1171,0.5484,43.9169998168945,NA,571197031471.76,-4.2958579048206,81142762443.0681,2.7230178887725,101.805,33.1152937264848,0
