"year","country_i","TRADE","OPEN","GDPpc","POP","lnPOP","AGE_dep","KOF_pol","KOF_soci","FDI_pct","FDI_bop"
1980,"Argentina",11.5456724606844,7922.6636274,10270.9561180014,28024803,17.1486004974598,62.2017961956712,70.2534484863281,39.9837493896484,NA,5.68e+08
1980,"Australia",32.2987549401242,29899.779868,30717.7561435045,14692000,16.5028136859217,53.5374647298568,75.2898025512695,66.7084655761719,1.55097163604879,2326232800.8
1980,"Austria",66.8250056155534,38053.87645,25520.74055574,7549433,15.8369830190674,55.7763527355144,79.6043167114258,72.3210372924805,0.414360838549566,340020000
1980,"Belgium",103.055447784319,110017.043942,24393.2981775195,9859242,16.1039198473559,53.044484417756,90.4142456054688,67.8765716552734,1.37256123191823,1740810000
1980,"Brazil",20.1554074919697,22325.144689,6415.63781307471,122288383,18.6218926084107,73.0521004938114,65.9720458984375,30.3272285461426,NA,2.278e+09
1980,"Canada",53.3179757243811,82960.535472,27622.3733827823,24515667,17.0148229405293,47.411940072348,79.8216171264648,73.1937255859375,3.60536072004575,9906686379.46602
1980,"Chile",48.1200280341856,8834.8766069,4693.44082285576,11469828,16.2552304933523,61.4272124761603,62.808349609375,42.866039276123,0.883364544855525,256500000
1980,"China",21.5791787264661,203830.84354,430.855409784174,981235000,20.7043225403198,68.1096356173386,47.6035041809082,10.8389329910278,NA,NA
1980,"Colombia",31.8149867332012,4529.0644139,3291.47154973173,26176195,17.080360967929,77.3887601311973,54.2437744140625,40.6618385314941,0.787820073198436,263137699.999756
1980,"Denmark",65.4559479170131,28050.85192,32073.6413237087,5123027,15.4492560332569,54.491803654407,88.1760406494141,73.4919815063477,0.42145534123665,299770768.795534
1980,"Finland",62.946786701132,16617.053564,23921.6145223365,4779535,15.3798538194009,47.6775903099245,81.6604843139648,63.6103363037109,0.307050266877679,164717737.205962
1980,"France",43.5028886380238,142944.491128,23618.3996174718,55052582,17.8237993228487,57.1236403163605,94.356689453125,61.1882743835449,0.909458767930971,6377929021.85928
1980,"Germany",41.854070791428,297106.83382,23766.107651563,78288576,18.1759122499334,51.6598238346821,85.8583908081055,65.201171875,0.418242564154222,3974520845.00876
1980,"Greece",44.5858161409325,8436.2565573,15332.8943087831,9642505,16.0816914876021,58.6181824642141,67.6474761962891,56.5315170288086,NA,NA
1980,"Hong Kong",178.007088198637,76915.708337,12553.1278777251,5063100,15.4374895018927,46.8423151492828,17.4786415100098,68.431640625,2.74480393638291,792201409.3
1980,"India",15.3845768485061,21555.937429,388.822779071061,696828385,20.3620497188956,76.9949996072639,63.5398254394531,17.3769474029541,0.0446308345244153,83159999.9
1980,"Indonesia",52.6540464774445,16961.700647,1067.17202382196,148177096,18.8139187109743,78.8541359326763,57.237606048584,16.5121765136719,0.256614241039306,1.86e+08
1980,"Ireland",102.303118023515,23972.517941,16653.5911505162,3412800,15.0430436266992,70.3638402150115,68.1793212890625,72.4289245605469,NA,NA
1980,"Italy",42.972656318987,115270.305162,21795.2545189366,56433883,17.8485802984941,55.0552643451282,87.040641784668,54.7537155151367,0.276042417477718,1317431141.89184
1980,"Japan",26.6493645048206,160611.50518,19334.3747442401,116807000,18.5760335580694,47.9188407829138,68.6700973510742,55.7128601074219,0.235793665237533,2.663e+09
1980,"Malaysia",112.587228933744,15326.984898,3159.7425585933,13215707,16.3969166044003,73.7307292777211,53.4337463378906,45.5680732727051,4.63495215117485,1135017496.4609
1980,"Mexico",22.4346196504217,49263.699463,8240.71612379719,67705186,18.0306733376075,93.218314174651,61.4962844848633,36.6181869506836,1.01825468569681,2093298000
1980,"Netherlands",99.8291443961158,129373.871981,26365.6719647464,14149800,16.465211047678,51.0821693613416,91.1038284301758,68.7165908813477,4.19999765636167,8196383318.16075
1980,"New Zealand",58.6938470480777,5624.9592623,23394.7746124536,3112900,14.9510653255541,58.6023792649642,58.8322486877441,66.2926635742188,1.74315953022231,405189542.993
1980,"Norway",78.0871499533428,24349.2153,40217.748173408,4085620,15.2229840495454,58.5394388982386,85.2439117431641,72.3933410644531,0.485791458898028,313041018.27544
1980,"Pakistan",35.8968993803885,1838.0018063,744.864574407545,80624057,18.2053076368878,86.8632238143271,54.2681159973145,17.7347450256348,0.269010726210538,63632992.7810683
1980,"Peru",47.6433980529002,3898.9927313,3768.89814235543,17492406,16.6772774018562,87.0098322210505,58.2069816589355,28.9821071624756,NA,26900000
1980,"Philippines",NA,6977.784275,1853.07357868027,48419546,17.6954141331394,85.896411497582,54.8905944824219,30.9823207855225,-0.0542769107973958,-2e+07
1980,"Portugal",54.235250133883,17171.417701,10816.951805302,9766312,16.0944494706666,59.4462952858889,67.84033203125,51.970573425293,0.518698221350156,170633663.212093
1980,"Singapore",410.936775211059,27111.257568,13953.890170834,2413945,14.6967728966187,46.9247951892293,46.5912590026855,62.7005920410156,11.2082254445927,1333359279.69022
1980,"South Africa",56.5073165127734,7889.7456826,5409.67651794353,29463549,17.1986644301748,76.5528910558988,40.7333221435547,33.101131439209,0.832887229202866,744700000
1980,"South Korea",65.5308608411307,71576.924225,4056.5260070304,38123775,17.4563486612281,61.2004872914332,51.1590919494629,45.9352493286133,0.137618092843064,9e+07
1980,"Spain",31.5606100800939,62173.006519,14727.283522557,37491165,17.4396158631826,59.0446620791901,71.7006454467773,57.4933662414551,0.774797069998393,1803470523.98033
1980,"Sweden",55.8791694431012,38114.147014,28654.9710634965,8310531,15.9330340637071,56.004171859434,91.1401748657227,73.2105484008789,0.616123387013101,875462463.767946
1980,"Switzerland",94.8846453505793,52834.068083,59771.4492156252,6319408,15.6591360908496,50.5630083019929,79.3934860229492,76.2803192138672,NA,NA
1980,"Thailand",54.479065609659,24245.496688,1479.24458228382,45737753,17.6384346198603,72.6746687854772,49.5485000610352,22.9508647918701,0.596198538652828,192891183.565624
1980,"Turkiye",17.0898176117463,14659.49088,3931.45624703016,44089069,17.6017224412119,81.3049105059015,63.2950668334961,32.8070793151855,0.0261537873284136,1.8e+07
1980,"United Kingdom",51.2923400946947,139671.104223,23524.8369726649,56314216,17.8464575656765,56.1462388737151,93.0447998046875,67.5698623657227,3.77943157671108,21351812177.6373
1980,"United States",20.1098446894226,314608.04853,31081.6216349433,227225000,19.2414512739691,50.9460629609796,80.1578216552734,63.4956970214844,1.25222805949798,3.578e+10
1980,"Venezuela, RB",57.36822435789,5063.4347641,NA,15210443,16.5374927893866,80.321669789306,55.5557327270508,41.9138259887695,0.114176222752861,67497000
1981,"Argentina",14.2929774788834,7931.6346761,9585.20677182144,28471285,17.1644065934657,62.8120029404339,68.7518463134766,39.5023765563965,NA,7.3e+08
1981,"Australia",31.6038540805209,29932.041351,31251.7683092503,14923260,16.518431627532,53.1390602291022,74.4318923950195,66.6346664428711,1.74099455624483,3079698695
1981,"Austria",68.3965493602774,37284.466341,25419.0096476102,7568710,15.8395332013811,53.9965455759954,78.9045333862305,72.5725860595703,0.758028927324249,538459999.9
1981,"Belgium",110.221352145195,106948.242052,24325.8132752066,9858982,16.1038934758125,51.9680038868366,90.4516448974609,67.9247589111328,1.42293491566948,1490240000
1981,"Brazil",19.6329239927092,22543.174984,6001.64498975535,125168060,18.6451678722626,72.2265881520306,65.4516677856445,30.4404106140137,NA,2.727e+09
1981,"Canada",52.1025741262576,82332.125882,28215.5308546984,24819915,17.0271569130773,46.8201468928178,79.07568359375,73.8034133911133,2.02095325702542,6209311033.8758
1981,"Chile",41.7594129128648,8824.3421412,4927.6220920981,11637613,16.2697529105096,60.4372895207456,62.7157287597656,42.7862091064453,1.17154862004822,404300000
1981,"China",23.7864810803081,203393.19782,447.11978643739,993885000,20.7171320637628,65.5256072187202,47.7235298156738,10.7466106414795,NA,NA
1981,"Colombia",27.2693848463742,4573.1175588,3289.77723205297,26785982,17.1033892489361,75.7507384901921,53.9528961181641,41.257209777832,0.829935570032475,3.02e+08
1981,"Denmark",70.7446514979046,27236.176084,31869.0422345814,5121572,15.4489719811412,53.4032182024145,88.1630477905273,74.9935836791992,0.38502708419437,238246342.873585
1981,"Finland",61.5966585231303,16288.198016,24133.242113004,4799964,15.38411897585,47.3514302712453,82.176383972168,63.895751953125,0.435760467473453,228549100.51408
